sizes,probs,cells
78.4,0.36,2300
33.6,0.14,650
62,0.31,450
72.6,0.72,300
34.8,0.9,3600
37.8,0.82,4300
53.6,0.28,2250
23.8,0.82,1300
14.6,0.33,2400
77.4,0.11,3450
85.4,0.4,4450
5,0.97,350
88.2,0.76,4450
92.2,0.59,4300
19,0.28,2450
95.2,0.3,3350
9.4,0.69,2100
17.8,0.62,4850
39.6,0.65,4800
91,0.87,300
41.8,0.8,1500
7.4,0.78,3350
98,0.6,550
58.2,0.42,500
38.8,0.22,1800
59.8,0.87,4550
6.2,0.78,4200
57.4,0.34,200
80.6,0.77,3450
71.4,0.64,650
68.4,0.11,4800
24,0.45,3750
91,0.2,250
29.8,0.47,2350
36.4,0.33,4150
72.8,0.39,3150
53.4,0.05,5000
77.8,0.57,4450
79.2,0.49,2000
55,0.55,700
18.6,0.16,1600
20.2,0.98,300
98.8,0.19,1600
7.4,0.74,3350
51.6,0.25,4300
45.8,0.02,2600
62.4,0.35,4050
42,0.85,3500
19.8,0.03,300
51,0.12,4250
35.8,0.12,2850
34.2,0.06,2850
58,0.85,3450
36.6,0.57,200
16.8,0.57,3650
67.6,0.47,4450
31,0.05,4100
3,0.18,1450
16.4,0.74,2150
59,0.92,3850
55.6,0.86,3250
50.2,0.4,4900
7.2,0.05,4700
2.2,0.03,3550
38,0.21,1750
41.2,0.8,400
35.8,0.53,2150
80.4,0.99,850
2.4,0.8,3050
99.2,0.81,2500
30,0.41,3400
23.2,0.96,2550
59.4,0.86,1150
65.2,0.22,450
5.8,0.35,4150
53.2,0.92,1000
88,0.18,600
37.4,0.02,400
43,0.63,4500
33.2,0.88,3700
39.4,0.59,3350
67.6,0.52,4800
40.2,0.02,1700
20.2,0.38,2000
83,0.71,850
93.6,0.58,2250
74.2,0.96,2950
77.4,0.64,4200
59.4,0.7,1300
87.2,0.92,1800
82.4,0.2,3600
96.2,0.76,4400
67.2,0.75,3800
83.6,0.09,2750
31.2,0.72,2950
15.2,0.02,4650
8.8,0.94,2700
60,0.01,3650
72.4,0.6,2900
6.2,0.83,1450
30,0.56,2300
11.8,0.82,650
15.8,0.47,450
80.2,0.35,300
61.4,0.01,3600
44.2,0.69,4300
69.4,0.27,2250
49.8,0.8,1300
14.8,0.96,2400
85,0.22,3450
16.6,0.66,4450
97.8,0.55,350
35.2,0.14,4450
2.8,0.3,4300
32.4,0.94,2450
30,0.87,3350
53.4,0.2,2100
37.8,0.63,4850
22,0.43,4800
44,0.75,300
2,0.95,1500
24.4,0.32,3350
5.2,0.62,550
38.2,0.35,500
2.6,0.22,1800
36,0.97,4550
19.2,0.89,4200
41.6,0.93,200
80.4,0.96,3450
8.2,0.65,650
1.2,0.95,4800
48.4,0.83,3750
17,0.67,250
94.6,0.58,2350
33.8,0.46,4150
16.6,0.34,3150
42.6,0.96,5000
41.8,0.74,4450
16.8,0.5,2000
90,0.84,700
88.6,0.67,1600
76.4,0.9,300
99,0.13,1600
71.4,0.76,3350
24.4,0.74,4300
23,0.41,2600
72.8,0.16,4050
53.6,0.32,3500
95.2,0.9,300
68.4,0.33,4250
88,0.21,2850
18.4,0.15,2850
89.2,0.39,3450
62,0.5,200
76.8,0.58,3650
59.8,0.12,4450
92.6,0.93,4100
28,0.77,1450
18.2,0.36,2150
87.2,0.98,3850
50.2,0.82,3250
4.8,0.5,4900
25,0.59,4700
16.4,0.81,3550
85.4,0.71,1750
54.2,0.74,400
85,0.89,2150
84.6,0.35,850
59.2,0.28,3050
93,0.51,2500
93,0.84,3400
5.2,0.31,2550
27,0.23,1150
94,0.53,450
58.2,0.36,4150
62.6,0.48,1000
67.8,0.73,600
11.6,0.37,400
22,0.33,4500
44.8,0.56,3700
51.8,0.77,3350
73.2,0.11,4800
88,0.64,1700
41.4,0.86,2000
39.2,0.57,850
88,0.1,2250
58.6,0.87,2950
56.6,0.58,4200
62.4,0.36,1300
18,0.9,1800
83.6,0.35,3600
87.4,0.18,4400
88,0.76,3800
32.8,0.25,2750
36.8,0.04,2950
64.2,0.01,4650
76,0.63,2700
89.4,0.61,3650
10.6,0.22,2900
7.2,0.72,1450
36.6,0.19,2300
71,0.81,650
18.2,0.7,450
93,0.38,300
55.6,0.96,3600
20.4,0.73,4300
45,0.89,2250
96.2,0.01,1300
65.6,0.34,2400
86.4,0.85,3450
86,0.9,4450
77.2,0.55,350
75.8,0.58,4450
43.6,0.61,4300
65.6,0.23,2450
32.4,0.78,3350
59.4,0.99,2100
34.6,0.59,4850
53,0.61,4800
80.8,0.19,300
34.2,0.17,1500
97.4,0.48,3350
95.8,0.66,550
73.2,0.96,500
92.4,0.32,1800
62,0.06,4550
92,0.94,4200
24.2,0.29,200
34.2,0.42,3450
63.4,0.46,650
45,0.87,4800
80.2,0.49,3750
92.6,0.2,250
98.8,0.22,2350
63,0.84,4150
50.2,0.93,3150
70.4,0.67,5000
13.6,0.6,4450
27.4,0.89,2000
79.4,0.81,700
54.6,0.35,1600
30.6,0.49,300
40.4,0.72,1600
36.2,0.04,3350
36.8,0.26,4300
34.6,0.86,2600
7.8,0.11,4050
83.4,0.27,3500
77.4,0.25,300
1.6,0.31,4250
55.4,0.3,2850
61.4,0.75,2850
63.2,0.7,3450
25.8,0.86,200
50,0.15,3650
42.2,0.97,4450
3,0.37,4100
62.2,0.03,1450
58,0.24,2150
30,0.02,3850
58.4,0.08,3250
12.2,0.17,4900
84.4,0.99,4700
41.6,0.37,3550
25.8,0.42,1750
80.4,0.87,400
72,0.21,2150
27,0.17,850
82,0.55,3050
97.6,0.76,2500
14.8,0.97,3400
49,0.19,2550
70.8,0.22,1150
89.2,0.28,450
6,0.19,4150
54.8,0.3,1000
53.4,0.38,600
11.6,0.77,400
99.6,0.03,4500
60.4,0.21,3700
83.6,0.65,3350
90.4,0.85,4800
46.8,0.1,1700
73.8,0.14,2000
51,0.4,850
23.4,0.04,2250
95.8,0.92,2950
12.8,0.65,4200
6.2,0.73,1300
12.6,0.21,1800
40.8,0.8,3600
46,0.17,4400
42.2,0.55,3800
42.4,0.75,2750
69.8,0.02,2950
55.4,0.57,4650
65.2,0.6,2700
84.4,0.62,3650
40,0.47,2900
90,0.18,1450
77,0.59,2300
68.6,0.96,650
92.6,0.42,450
46.2,0.69,300
19.2,0.63,3600
13.2,0.53,4300
39.4,0.54,2250
78,0.82,1300
5,0.19,2400
69.6,0.73,3450
11,0.72,4450
34.8,0.79,350
12.2,0.95,4450
84.8,0.32,4300
27.4,0.27,2450
81.4,0.47,3350
48.6,0.74,2100
21.6,0.87,4850
22.8,0.17,4800
18,0.51,300
55.4,0.17,1500
5.4,0.41,3350
44.6,0.17,550
3,0.35,500
94.6,0.92,1800
12,0.56,4550
26,0.93,4200
42.4,0.36,200
92,0.29,3450
53.8,0.11,650
8,0.26,4800
31.8,0.31,3750
12.8,0.66,250
43,0.15,2350
93.6,0.06,4150
74.8,0.42,3150
54.4,0.99,5000
57.4,0.5,4450
33.8,0.37,2000
62.4,0.37,700
56.8,0.57,1600
76,0.86,300
19.6,0.15,1600
14.4,0.63,3350
5.2,0.67,4300
23,0.82,2600
53.8,0.08,4050
64.8,0.63,3500
89.8,0.14,300
52.4,0.56,4250
27.4,0.13,2850
87.2,0.8,2850
33.6,0.8,3450
92.2,0.57,200
79.6,0.71,3650
30.8,0.55,4450
63.6,0.19,4100
75.4,0.42,1450
37.4,0.92,2150
69.6,0.93,3850
15.2,0.73,3250
46.8,0.88,4900
14.6,0.75,4700
52.6,0.81,3550
7.6,0.93,1750
66.8,0.57,400
0.6,0.94,2150
29.8,0.92,850
18.2,0.14,3050
45.2,0.04,2500
50.6,0.6,3400
95.6,0.6,2550
72,0.37,1150
81.2,0.43,450
35.6,0.01,4150
33.8,0.61,1000
14,0.45,600
11.8,0.52,400
54.8,0.47,4500
14.8,0.31,3700
41,0.71,3350
30.6,0.13,4800
42.4,0.68,1700
75.2,0.23,2000
57.4,0.6,850
67.4,0.22,2250
99.2,0.64,2950
93,0.35,4200
93,0.98,1300
18.4,0.94,1800
23.4,0.54,3600
86.2,0.44,4400
85,0.72,3800
24.6,0.49,2750
61.6,0.64,2950
33.6,0.5,4650
13.6,0.62,2700
21,0.51,3650
67.2,0.09,2900
29.4,0.53,1450
89.4,0.59,2300
22.8,0.04,650
13.4,0.37,450
40.6,0.59,300
90.2,0.83,3600
16,0.11,4300
96,0.24,2250
11.6,0.06,1300
51.8,0.63,2400
12.8,0.25,3450
38.4,0.83,4450
88.2,0.54,350
85.6,0.99,4450
50.6,0.09,4300
48,0.34,2450
55,0.03,3350
66.8,0.76,2100
74.4,0.26,4850
59.6,0.58,4800
55.6,0.86,300
41.6,0.68,1500
19.4,0.72,3350
31,0.15,550
23.2,0.28,500
41.8,0.28,1800
98.2,0.21,4550
5.6,0.87,4200
90,0.14,200
52.4,0.1,3450
43.2,0.13,650
41.6,0.86,4800
4.4,0.02,3750
25.4,0.35,250
54.2,0.8,2350
79.8,0.42,4150
19.4,0.16,3150
62.6,0.71,5000
54.2,0.68,4450
35,0.24,2000
13.8,0.43,700
29.2,0.24,1600
21.8,0.95,300
92.8,0.71,1600
25.2,0.11,3350
74.4,0.87,4300
36.6,0.3,2600
91.2,0.36,4050
37.8,0.42,3500
19.8,0.87,300
24.8,0.94,4250
49.6,0.74,2850
37.8,0.09,2850
29.6,0.77,3450
93.4,0.36,200
8.8,0.42,3650
55.8,0.89,4450
79.2,0.85,4100
32.2,0.42,1450
39.6,0.87,2150
68.4,0.48,3850
33,0.12,3250
34.8,0.59,4900
53.6,0.05,4700
74.4,0.33,3550
48.8,0.28,1750
62.6,0.79,400
64.8,0.35,2150
59.4,0.9,850
55.8,0.91,3050
16,0.67,2500
0.8,0.82,3400
11,0.76,2550
52.6,0.43,1150
22.8,0.1,450
52.8,0.4,4150
38,0.23,1000
9.6,0.18,600
92,0.6,400
57.6,0.8,4500
45,0.45,3700
75.6,0.42,3350
14.8,0.3,4800
21.8,0.16,1700
68.8,0.92,2000
44.2,0.47,850
86.6,0.33,2250
35.8,0.23,2950
2.6,0.22,4200
77.4,0.77,1300
97.6,0.27,1800
4.2,0.02,3600
25.4,0.15,4400
29.4,0.88,3800
17,0.15,2750
77.4,0.59,2950
76,0.06,4650
41.8,0.5,2700
31.8,0.23,3650
27.2,0.42,2900
2.2,0.69,1450
95.4,0.76,2300
41.8,0.31,650
57.6,0.72,450
63,0.55,300
69.8,0.68,3600
24.2,0.93,4300
94.2,0.71,2250
70.2,0.82,1300
52,0.48,2400
60,0.36,3450
55,0.95,4450
1.6,0.26,350
22.6,0.01,4450
85.4,0.01,4300
88.8,0.43,2450
2,0.42,3350
33.8,0.67,2100
45.4,0.29,4850
79.8,0.27,4800
53.8,0.57,300
68.2,0.78,1500
49.8,0.36,3350
34.2,0.64,550
5.4,0.74,500
39.2,0.65,1800
31.2,0.89,4550
27.6,0.3,4200
15.2,0.68,200
47,0.84,3450
59.2,0.1,650
62.8,0.67,4800
9.2,0.68,3750
55.8,0.29,250
2.8,0.84,2350
54.4,0.82,4150
26,0.16,3150
33.2,0.64,5000
32.6,0.02,4450
8.4,0.14,2000
87.2,0.4,700
0.4,0.43,1600
22.6,0.57,300
25.6,0.37,1600
47,0.24,3350
47.8,0.1,4300
62.6,0.39,2600
24.6,0.21,4050
47.4,0.65,3500
42.6,0.96,300
72,0.18,4250
42.8,0.59,2850
72,0.86,2850
98,0.33,3450
36.2,0.13,200
33.6,0.8,3650
29.4,0.46,4450
8,0.59,4100
50.4,0.13,1450
45.6,0.51,2150
43.6,0.77,3850
14.4,0.55,3250
38.2,0.8,4900
25.4,0.2,4700
63.2,0.47,3550
42.6,0.36,1750
98,0.52,400
99.2,0.99,2150
85,0.3,850
70,0.68,3050
28,0.48,2500
55.4,0.64,3400
48.2,0.67,2550
37.8,0.07,1150
33,0.44,450
33.2,0.16,4150
48.4,0.33,1000
12.4,0.6,600
72.8,0.28,400
55.4,0.9,4500
52.8,0.66,3700
3.6,0.97,3350
36.2,0.82,4800
1.6,0.66,1700
7.4,0.58,2000
85.2,0.78,850
46.6,0.56,2250
81.2,0.47,2950
7.8,0.96,4200
67.8,0.33,1300
71.2,0.12,1800
35,0.57,3600
23,0.22,4400
82.2,0.68,3800
62.6,0.78,2750
60,0.14,2950
71.2,0.17,4650
9.6,0.4,2700
34,0.32,3650
15.2,0.94,2900
71,0.7,1450
45.6,0.19,2300
24.6,0.22,650
68.2,0.87,450
49.4,0.98,300
20.2,0.59,3600
61,0.05,4300
53.4,0.59,2250
59.6,0.51,1300
22,0.64,2400
18.6,0.1,3450
47.8,0.35,4450
66.6,0.69,350
66.6,0.96,4450
61.4,0.5,4300
89.2,0.45,2450
66.4,0.3,3350
26,0.61,2100
8.6,0.08,4850
86,0.41,4800
32.6,0.36,300
74.2,0.45,1500
76,0.59,3350
77.6,0.1,550
11.6,0.28,500
13.8,0.34,1800
96,0.01,4550
69.4,0.91,4200
31,0.54,200
67.2,0.6,3450
19.2,0.7,650
69.4,0.44,4800
99.8,0.92,3750
36,0.3,250
1.8,0.69,2350
42.8,0.9,4150
59.4,0.52,3150
42.4,0.86,5000
12.4,0.46,4450
98.8,0.13,2000
53.6,0.62,700
70.8,0.97,1600
93.2,0.95,300
80.4,0.59,1600
57.6,0.81,3350
10.2,0.35,4300
2.6,0.08,2600
27,0.91,4050
45.4,0.39,3500
53,0.56,300
53.4,0.98,4250
56.4,0.5,2850
10,0.33,2850
17,0.35,3450
20.4,0.98,200
75,0.06,3650
24.8,0.7,4450
7,0.64,4100
47.6,0.2,1450
3.6,0.37,2150
53.4,0.9,3850
40,0.76,3250
46.2,0.28,4900
49.2,0.91,4700
26.4,0.47,3550
32,0.4,1750
50.6,0.66,400
76,0.01,2150
32.6,0.76,850
27.2,0.38,3050
5,0.81,2500
81.4,0.46,3400
49.8,0.22,2550
28.8,0.29,1150
60,0.35,450
68.8,0.36,4150
36.8,0.92,1000
5.2,0.85,600
2.4,0.65,400
10.2,0.15,4500
41,0.17,3700
34,0.72,3350
42.8,0.78,4800
13,0.08,1700
20.4,0.02,2000
63,0.55,850
77.8,0.67,2250
75.4,0.35,2950
23.8,0.43,4200
68.4,0.52,1300
79.6,0.29,1800
17,0.58,3600
71.2,0.76,4400
90.4,0.65,3800
7,0.44,2750
84.8,0.75,2950
32.6,0.65,4650
67.8,0.03,2700
70.2,0.21,3650
94.2,0.04,2900
88.6,0.12,1450
43.4,0.73,2300
43.8,0.16,650
54.6,0.2,450
29,0.47,300
37.4,0.48,3600
53.8,0.75,4300
27.6,0.94,2250
23.4,0.82,1300
46.6,0.38,2400
53.6,0.6,3450
17.2,0.21,4450
76.8,0.12,350
68.6,0.78,4450
45.2,0.2,4300
85.8,0.39,2450
80.2,0.09,3350
9.6,0.59,2100
86,0.79,4850
88,0.27,4800
4.8,0.91,300
59.2,0.86,1500
66.4,0.33,3350
83.2,0.49,550
8.2,0.86,500
16.2,0.9,1800
7.4,0.45,4550
0.8,0.57,4200
96.4,0.74,200
18.8,0.55,3450
14,0.04,650
15,0.49,4800
21,0.71,3750
43.6,0.71,250
3.4,0.52,2350
43.2,0.44,4150
46.6,0.68,3150
5.2,0.75,5000
24.8,0.49,4450
78.6,0.88,2000
8.2,0.03,700
77.6,0.12,1600
31,0.97,300
80,0.99,1600
96,0.21,3350
68.2,0.98,4300
14.8,0.05,2600
48.6,0.54,4050
14,0.28,3500
58.2,0.43,300
61.4,0.97,4250
79.6,0.49,2850
54.4,0.38,2850
17,0.35,3450
3.6,0.62,200
94.8,0.18,3650
66.8,0.25,4450
83.6,0.79,4100
60.8,0.22,1450
72.2,0.66,2150
5.8,0.96,3850
78.8,0.53,3250
46.4,0.79,4900
41,0.91,4700
11.4,0.44,3550
82.6,0.09,1750
12.2,0.65,400
65.2,0.59,2150
8.8,0.98,850
85.8,0.02,3050
86.8,0.45,2500
38.8,0.23,3400
64.6,0.28,2550
95.8,0.88,1150
36.6,0.66,450
56.2,0.44,4150
26,0.4,1000
21.4,0.21,600
25.8,0.1,400
85,0.11,4500
43.6,0.65,3700
36.4,0.93,3350
55.8,0.28,4800
24,0.79,1700
21.2,0.16,2000
39.8,0.43,850
31.4,0.34,2250
19.8,0.83,2950
82.8,0.23,4200
1,0.03,1300
93.6,0.97,1800
89.8,0.93,3600
7.8,0.85,4400
51.8,0.06,3800
73.4,0.68,2750
29.2,0.28,2950
32.8,0.79,4650
95.2,0.97,2700
70.2,0.84,3650
71.8,0.04,2900
9.6,0.5,1450
70.2,0.72,2300
28.6,0.33,650
0.2,0.3,450
92.2,0.86,300
7.6,0.41,3600
93.6,0.94,4300
31.6,0.28,2250
5.4,0.96,1300
85,0.29,2400
18.2,0.98,3450
41.2,0.72,4450
42.6,0.77,350
56.2,0.55,4450
83,0.48,4300
42.2,0.51,2450
36.6,0.97,3350
15,0.93,2100
74.2,0.7,4850
87.2,0.64,4800
60,0.52,300
9,0.66,1500
6.8,0.29,3350
41.4,0.35,550
56.6,0.41,500
24,0.31,1800
70,0.67,4550
89.6,0.31,4200
78.4,0.48,200
32,0.53,3450
80.6,0.41,650
40.8,0.91,4800
47.8,0.83,3750
26.4,0.37,250
47.8,0.04,2350
36.2,0.69,4150
9.4,0.76,3150
67.2,0.26,5000
68.6,0.13,4450
35.8,0.31,2000
66.8,0.3,700
43.8,0.73,1600
13.8,0.34,300
84.6,0.64,1600
80.6,0.6,3350
2.8,0.01,4300
9.4,0.96,2600
86.4,0.72,4050
98,0.2,3500
24.4,0.57,300
63.8,0.9,4250
92.6,0.21,2850
7.6,0.42,2850
56.4,0.4,3450
79.6,0.19,200
82.2,0.72,3650
2,0.47,4450
48.2,0.44,4100
17.6,0.73,1450
51.2,0.21,2150
45.4,0.08,3850
40,0.68,3250
20.4,0.97,4900
42.2,0.15,4700
11.8,0.9,3550
10.6,0.6,1750
18.8,0.82,400
21,0.52,2150
66.6,0.84,850
45.2,0.47,3050
35.2,0.65,2500
34.6,0.67,3400
69.8,0.03,2550
29.6,0.05,1150
23.4,0.05,450
43.8,0.57,4150
14,0.52,1000
66.4,0.98,600
25.8,0.29,400
1.6,0.36,4500
21.4,0.72,3700
96,0.16,3350
68.8,0.44,4800
63.2,0.7,1700
70.4,0.75,2000
23.6,0.97,850
59,0.95,2250
21.2,0.64,2950
97.6,0.34,4200
99.6,0.36,1300
24.8,0.41,1800
41.2,0.72,3600
14.8,0.82,4400
13.6,0.65,3800
49.4,0.82,2750
32,0.42,2950
34.8,0.9,4650
82,0.33,2700
52.2,0.64,3650
54.8,0.65,2900
77.2,0.89,1450
37.4,0.53,2300
29.4,0.05,650
34.4,0.36,450
39.8,0.38,300
27.2,0.2,3600
87.8,0.89,4300
44.6,0.81,2250
75.4,0.34,1300
16.2,0.44,2400
4.2,0.97,3450
70.4,0.4,4450
79.6,0.52,350
32.2,0.75,4450
39.8,0.81,4300
2.4,0.33,2450
91.2,0.43,3350
32.6,0.36,2100
17.2,0.26,4850
97.6,0.6,4800
3.6,0.44,300
32.8,0.74,1500
40.6,0.83,3350
59.6,0.39,550
5.6,0.87,500
49.8,0.76,1800
19.4,0.3,4550
72.2,0.17,4200
27.2,0.82,200
79.6,0.99,3450
8.8,0.47,650
85.8,0.22,4800
58.2,0.69,3750
34,0.41,250
78.6,0.11,2350
93.4,0.99,4150
8.8,0.52,3150
20,0.85,5000
35,0.96,4450
3.2,0.61,2000
41.6,0.25,700
76.6,0.15,1600
5.2,0.94,300
28.2,0.37,1600
48.6,0.2,3350
52.8,0.65,4300
55.8,0.31,2600
60,0.51,4050
82.6,0.9,3500
19.6,0.61,300
55.8,0.37,4250
13.4,0.74,2850
92,0.37,2850
78.6,0.04,3450
58.2,0.03,200
64.8,0.3,3650
65,0.27,4450
96.8,0.24,4100
32,0.53,1450
79.8,0.13,2150
66.4,0.45,3850
92,0.58,3250
25.8,0.43,4900
56.4,0.26,4700
8.4,0.93,3550
34.6,0.68,1750
42.6,0.39,400
83.4,0.66,2150
17.4,0.95,850
12.2,0.92,3050
38.8,0.14,2500
93.6,0.34,3400
90.6,0.76,2550
89.8,0.69,1150
59,0.77,450
2.2,0.15,4150
7.4,0.82,1000
70.8,0.33,600
18.6,0.16,400
78,0.23,4500
97,0.45,3700
53.4,0.03,3350
81.4,0.95,4800
45.6,0.08,1700
67,0.4,2000
50.8,0.98,850
56.8,0.04,2250
11.2,0.16,2950
2.8,0.72,4200
15.4,0.07,1300
82.8,0.52,1800
43,0.15,3600
60.6,0.35,4400
15.8,0.52,3800
89.2,0.66,2750
94.8,0.79,2950
57.2,0.71,4650
49.2,0.65,2700
88.2,0.07,3650
83.8,0.26,2900
67.8,0.01,1450
75,0.42,2300
84.8,0.97,650
78.8,0.41,450
6,0.13,300
71.2,0.25,3600
13.6,0.76,4300
52.8,0.42,2250
45.4,0.07,1300
13,0.6,2400
92.6,0.49,3450
53.6,0.54,4450
6,0.32,350
84.4,0.38,4450
75.2,0.34,4300
82.6,0.79,2450
71.2,0.49,3350
48,0.78,2100
71.2,0.21,4850
61.6,0.8,4800
43.4,0.88,300
23.8,0.93,1500
79,0.26,3350
63,0.63,550
36,0.44,500
77.6,0.45,1800
7.4,0.17,4550
87.6,0.34,4200
72.8,0.6,200
70,0.6,3450
29.6,0.78,650
78,0.71,4800
81.2,0.19,3750
45.8,0.66,250
63,0.2,2350
11.8,0.65,4150
50.4,0.65,3150
11,0.02,5000
68.4,0.37,4450
84.4,0.98,2000
34.8,0.54,700
76.6,0.26,1600
50.6,0.8,300
46.8,0.33,1600
75.6,0.54,3350
96.6,0.5,4300
12,0.61,2600
15.8,0.11,4050
32.4,0.26,3500
77.6,0.77,300
13.2,0.05,4250
96.2,0.72,2850
77.4,0.1,2850
80.6,0.82,3450
76.4,0.57,200
76.6,0.82,3650
39.8,0.8,4450
20.2,0.91,4100
67,0.13,1450
42.8,0.62,2150
6.4,0.53,3850
20.2,0.91,3250
52.8,0.65,4900
1.2,0.27,4700
91.2,0.36,3550
0.4,0.98,1750
2.2,0.44,400
10.8,0.77,2150
99.4,0.62,850
35.6,0.99,3050
52.6,0.73,2500
50,0.54,3400
93,0.32,2550
3.4,0.87,1150
69,0.24,450
25,0.8,4150
78.4,0.58,1000
59.6,0.45,600
48.6,0.62,400
69.6,0.76,4500
58.2,0.64,3700
52.8,0.41,3350
46.2,0.57,4800
25.6,0.58,1700
39.8,0.56,2000
28.2,0.7,850
75,0.17,2250
91.8,0.24,2950
45.2,0.26,4200
37.6,0.59,1300
67.2,0.04,1800
12.8,0.43,3600
21.4,0.57,4400
20.4,0.3,3800
54.6,0.62,2750
80.4,0.87,2950
48,0.05,4650
46.8,0.54,2700
99.4,0.52,3650
29,0.2,2900
49.4,0.97,1450
22.4,0.62,2300
13.6,0.75,650
14,0.19,450
55.6,0.11,300
71,0.88,3600
12.6,0.08,4300
32.8,0.92,2250
50,0.86,1300
68.2,0.22,2400
14.2,0.88,3450
35,0.61,4450
72.8,0.19,350
84.2,0.58,4450
78.6,0.43,4300
70.2,0.44,2450
51.6,0.37,3350
57.8,0.88,2100
94.6,0.46,4850
36,0.23,4800
53.6,0.14,300
15,0.46,1500
60.8,0.32,3350
45.4,0.93,550
54.8,0.1,500
58.4,0.16,1800
49.6,0.57,4550
58,0.02,4200
85,0.62,200
1,0.03,3450
55.2,0.49,650
78.6,0.33,4800
89,0.73,3750
94,0.54,250
31.8,0.42,2350
27.4,0.47,4150
34.4,0.89,3150
31.4,0.53,5000
75.6,0.04,4450
65.2,0.31,2000
72.6,0.44,700
31.6,0.91,1600
18.2,0.61,300
22.2,0.44,1600
99,0.07,3350
51,0.81,4300
94.2,0.11,2600
39.2,0.98,4050
31.2,0.95,3500
79.6,0.91,300
26.8,0.95,4250
30.8,0.51,2850
80.4,0.9,2850
9.6,0.28,3450
58.8,0.03,200
21.8,0.04,3650
22.4,0.27,4450
93,0.56,4100
15,0.33,1450
21.4,0.47,2150
96.6,0.25,3850
44.6,0.57,3250
24.6,0.75,4900
12.8,0.3,4700
26.4,0.36,3550
35.8,0.38,1750
39.8,0.19,400
16,0.62,2150
95.4,0.21,850
54.2,0.91,3050
27,0.45,2500
78,0.22,3400
48.8,0.19,2550
97.6,0.84,1150
73.6,0.29,450
27.8,0.6,4150
62.4,0.89,1000
14.2,0.5,600
0.8,0.53,400
42.8,0.76,4500
12.2,0.45,3700
69.4,0.2,3350
99.2,0.33,4800
35.8,0.38,1700
64,0.6,2000
77.6,0.28,850
43,0.87,2250
8,0.06,2950
72.8,0.77,4200
13.2,0.99,1300
26.8,0.48,1800
55.2,0.01,3600
95.2,0.03,4400
42.4,0.73,3800
5.6,0.36,2750
4.6,0.58,2950
44.8,0.88,4650
77.8,0.5,2700
23.8,0.71,3650
81.6,0.05,2900
44.4,0.86,1450
83,0.38,2300
14,0.64,650
78,0.71,450
54.6,0.27,300
61.8,0.4,3600
56.8,0.7,4300
99,0.13,2250
80.6,0.2,1300
98.4,0.91,2400
18.4,0.84,3450
60.2,0.55,4450
1.8,0.51,350
74,0.63,4450
7.8,0.34,4300
49,0.55,2450
65.2,0.5,3350
14.8,0.41,2100
10.8,0.16,4850
55.2,0.32,4800
20.4,0.07,300
81.6,0.45,1500
7.4,0.6,3350
63,0.88,550
20.2,0.65,500
32.8,0.66,1800
28.2,0.57,4550
37.4,0.83,4200
11.8,0.5,200
34.6,0.61,3450
37.6,0.55,650
72.4,0.59,4800
18,0.94,3750
39.2,0.5,250
47.8,0.41,2350
54.2,0.24,4150
44.2,0.41,3150
93.2,0.82,5000
57,0.72,4450
77.4,0.38,2000
17.4,0.35,700
40.4,0.47,1600
66.4,0.95,300
62,0.82,1600
8,0.57,3350
96,0.88,4300
70,0.48,2600
50.2,0.69,4050
19.6,0.36,3500
62,0.38,300
84,0.08,4250
16.6,0.23,2850
80,0.05,2850
27.6,0.21,3450
88.2,0.39,200
75.4,0.34,3650
83.2,0.93,4450
47.8,0.48,4100
34.2,0.4,1450
87,0.98,2150
77.8,0.56,3850
57.4,0.01,3250
29.6,0.9,4900
25,0.72,4700
15.4,0.16,3550
8.4,0.45,1750
95.2,0.53,400
67,0.4,2150
82.2,0.8,850
97.2,0.43,3050
3.4,0.14,2500
20,0.89,3400
23.4,0.54,2550
28.6,0.39,1150
18.6,0.35,450
4.8,0.9,4150
72.6,0.35,1000
44.6,0.73,600
52,0.96,400
58.8,0.86,4500
58.8,0.51,3700
74.6,0.08,3350
27.4,0.86,4800
85.4,0.87,1700
3.2,0.47,2000
43.4,0.46,850
51.2,0.01,2250
11,0.63,2950
46,0.87,4200
49.2,0.81,1300
2.6,0.78,1800
29,0.94,3600
75,0.9,4400
90,0.39,3800
97.2,0.12,2750
65,0.44,2950
3,0.52,4650
18.2,0.12,2700
47.6,0.43,3650
80.4,0.51,2900
38.6,0.78,1450
73.2,0.89,2300
14.8,0.38,650
71.8,0.2,450
43,0.84,300
49,0.34,3600
78,0.86,4300
58.8,0.04,2250
80.2,0.44,1300
86,0.02,2400
87.4,0.29,3450
64.8,0.51,4450
28.2,0.39,350
84.2,0.74,4450
33.4,0.05,4300
54.8,0.52,2450
35.2,0.79,3350
67.4,0.14,2100
57,0.51,4850
38.4,0.42,4800
17,0.93,300
18.6,0.23,1500
64.6,0.45,3350
57.8,0.68,550
80.4,0.71,500
98.4,0.82,1800
17.8,0.84,4550
70.4,0.86,4200
19.4,0.12,200
72.8,0.74,3450
80,0.17,650
36.6,0.77,4800
59.6,0.05,3750
56.4,0.22,250
85.4,0.97,2350
97.6,0.73,4150
71,0.89,3150
98.2,0.73,5000
34.4,0.41,4450
10.2,0.09,2000
92.4,0.08,700
21.6,0.74,1600
36.2,0.98,300
86.2,0.63,1600
81.8,0.87,3350
71,0.25,4300
28.4,0.92,2600
